protocol,horizon,sim_seed,seed,val_acc,full_acc,val_majority,full_majority,overlap_fraction,n_train,n_val
chronological,20,0,4,0.32139201637666326,0.6429010448678549,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,5,0.35209825997952915,0.6906371645154682,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,6,0.31218014329580346,0.687359147715632,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,7,0.34698055271238487,0.6574472444171277,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,8,0.428863868986694,0.5683261626715836,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,9,0.39815762538382804,0.7139930342143004,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,10,0.3940634595701126,0.6324523663183774,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,11,0.25895598771750256,0.5650481458717476,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,12,0.28147389969293757,0.6900225363654989,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,13,0.31525076765609006,0.6918664208154067,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,14,0.3336745138178096,0.6777299733661135,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,15,0.35823950870010235,0.6480229461175988,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,16,0.38075742067553736,0.6996517107150174,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,17,0.3070624360286592,0.6594960049170252,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,18,0.3735926305015353,0.6422864167178857,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,0,19,0.4002047082906858,0.643720549067814,0.4483111566018424,0.38270846138086456,0.1218014329580348,3904,977
chronological,20,1,0,0.37768679631525076,0.6351157549682442,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,1,0.33572159672466734,0.6752714607662365,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,2,0.368474923234391,0.6517107150174145,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,3,0.3623336745138178,0.6896127842655193,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,4,0.3336745138178096,0.6631837738168408,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,5,0.3172978505629478,0.6164720344191764,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,6,0.33879222108495394,0.6832616267158369,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,7,0.3797338792221085,0.690842040565458,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,8,0.3254861821903787,0.6906371645154682,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
chronological,20,1,9,0.41760491299897645,0.6783446015160828,0.4104401228249744,0.38414259373079285,0.1218014329580348,3904,977
