sim_seed,protocol,horizon,split_seed,n_train,n_val,val_majority,oracle_twin_acc,knn1_acc,analytic_ceiling
2,random_split,5,4,3916,980,0.5704081632653061,0.676530612244898,0.42551020408163265,0.689601994186341
2,random_split,5,5,3916,980,0.5673469387755102,0.7010204081632653,0.4193877551020408,0.689601994186341
2,random_split,5,6,3916,980,0.5530612244897959,0.7071428571428572,0.4153061224489796,0.689601994186341
2,random_split,5,7,3916,980,0.5581632653061225,0.6938775510204082,0.42244897959183675,0.689601994186341
2,random_split,5,8,3916,980,0.5387755102040817,0.6857142857142857,0.4091836734693878,0.689601994186341
2,random_split,5,9,3916,980,0.573469387755102,0.6795918367346939,0.4020408163265306,0.689601994186341
2,random_split,5,10,3916,980,0.5520408163265306,0.6755102040816326,0.40816326530612246,0.689601994186341
2,random_split,5,11,3916,980,0.5530612244897959,0.6877551020408164,0.41122448979591836,0.689601994186341
2,random_split,5,12,3916,980,0.5510204081632653,0.6704081632653062,0.42857142857142855,0.689601994186341
2,random_split,5,13,3916,980,0.5673469387755102,0.7061224489795919,0.4163265306122449,0.689601994186341
2,random_split,5,14,3916,980,0.5438775510204081,0.6795918367346939,0.38979591836734695,0.689601994186341
2,random_split,5,15,3916,980,0.5714285714285714,0.7010204081632653,0.40408163265306124,0.689601994186341
2,random_split,5,16,3916,980,0.5571428571428572,0.6948979591836735,0.4091836734693878,0.689601994186341
2,random_split,5,17,3916,980,0.5540816326530612,0.6928571428571428,0.39183673469387753,0.689601994186341
2,random_split,5,18,3916,980,0.5255102040816326,0.6795918367346939,0.41836734693877553,0.689601994186341
2,random_split,5,19,3916,980,0.5377551020408163,0.6663265306122449,0.3979591836734694,0.689601994186341
2,chronological,5,0,3916,980,0.5887755102040816,0.24183673469387756,0.4163265306122449,0.689601994186341
2,purged_embargoed,5,0,3812,975,0.5866666666666667,0.24307692307692308,0.4164102564102564,0.689601994186341
2,random_split,10,0,3912,979,0.39734422880490294,0.7242083758937692,0.3146067415730337,0.7478695885761109
2,random_split,10,1,3912,979,0.4034729315628192,0.7262512768130746,0.3125638406537283,0.7478695885761109
2,random_split,10,2,3912,979,0.4187946884576098,0.7017364657814096,0.3289070480081716,0.7478695885761109
2,random_split,10,3,3912,979,0.4136874361593463,0.72829417773238,0.3115423901940756,0.7478695885761109
2,random_split,10,4,3912,979,0.39121552604698673,0.7180796731358529,0.31971399387129723,0.7478695885761109
2,random_split,10,5,3912,979,0.39938712972420837,0.7436159346271706,0.3023493360572012,0.7478695885761109
2,random_split,10,6,3912,979,0.39325842696629215,0.7272727272727273,0.32277834525025534,0.7478695885761109
2,random_split,10,7,3912,979,0.42696629213483145,0.7231869254341164,0.3125638406537283,0.7478695885761109
2,random_split,10,8,3912,979,0.37589376915219613,0.7293156281920327,0.33401430030643514,0.7478695885761109
2,random_split,10,9,3912,979,0.3830439223697651,0.7487231869254342,0.3258426966292135,0.7478695885761109
2,random_split,10,10,3912,979,0.3891726251276813,0.7211440245148111,0.30439223697650664,0.7478695885761109
2,random_split,10,11,3912,979,0.390194075587334,0.7242083758937692,0.32277834525025534,0.7478695885761109
2,random_split,10,12,3912,979,0.39734422880490294,0.7466802860061287,0.33299284984678246,0.7478695885761109
2,random_split,10,13,3912,979,0.39121552604698673,0.7487231869254342,0.33401430030643514,0.7478695885761109
2,random_split,10,14,3912,979,0.4004085801838611,0.7334014300306435,0.3166496424923391,0.7478695885761109
2,random_split,10,15,3912,979,0.4004085801838611,0.7528089887640449,0.34014300306435136,0.7478695885761109
